disease,decimalLongitude,decimalLatitude
WNV,-40.32,-7.19
WNV,-44.89,-7.11
WNV,-35.94,-6.64
WNV,-46.63,-6.27
WNV,-44.25,-6.08
WNV,-42.92,-5.84
WNV,-42.35,-4.44
WNV,-44.78,-4.12
WNV,-43.04,-3.56
WNV,-43.81,-2.97
WNV,-42.61,-2.84
WNV,-47.74,-2.26
WNV,-46.5,-23.95
WNV,-56.48,-20.96
WNV,-54.33,-20.25
WNV,-52.75,-19.08
WNV,-53.17,-18.61
WNV,-40.3,-17.56
WNV,-50.31,-17.42
WNV,-40.66,-16.91
WNV,-40.08,-16.88
WNV,-44.81,-16.83
WNV,-48.55,-16.6
WNV,-46.99,-15.75
WNV,-49.35,-14.74
WNV,-47.79,-14.89
WNV,-49.97,-14.14
WNV,-56.27,-13.05
WNV,-47.31,-12.15
WNV,-42.15,-12.02
WNV,-46.34,-11.81
WNV,-51.76,-11.79
WNV,-43.9,-11.8
WNV,-60.82,-11.37
WNV,-51.04,-10.98
WNV,-42.22,-10.74
WNV,-56.09,-10.67
WNV,-62.01,-10.51
WNV,-36.54,-10.46
WNV,-42.31,-9.63
WNV,-49.79,-9.95
WNV,-58.12,-9.7
WNV,-37.14,-7.61
WNV,-43.12,-7
WNV,-50.4,-6.76
WNV,-41.26,-6.4
WNV,-41.07,-5.88
WNV,-49.29,-3.76
WNV,-53.26,-3.17
WNV,-44.1,-2.44
WNV,-48.75,-2.9
WNV,-44.32,-3.15
WNV,-45.37,-2.59
WNV,-50.21,-2.48
WNV,-52.34,1.64
WNV,-50.33,1.07
WNV,-48.45,-23.61
WNV,-55.34,-23.73
WNV,-48.31,-23.13
WNV,-42.66,-22.12
WNV,-52.67,-21.23
WNV,-54.91,-21.09
WNV,-51.6,-20.9
WNV,-42.26,-20.44
WNV,-44.04,-20.41
WNV,-52.58,-18.38
WNV,-49.39,-18.21
WNV,-53.31,-17.77
WNV,-55.49,-16.49
WNV,-57.24,-15.53
WNV,-59.18,-13.58
WNV,-60.54,-13.14
WNV,-47.76,-12.75
WNV,-60.9,-12.58
WNV,-37.5,-10.78
WNV,-55.43,-10.56
WNV,-58.67,-9.47
WNV,-45.69,-8.97
WNV,-45.44,-8.06
WNV,-39.35,-7.83
WNV,-52.09,-7.46
WNV,-39.28,-7.19
WNV,-38.33,-7.05
WNV,-49.21,-6.12
WNV,-45.17,-5.51
WNV,-37.55,-5.4
WNV,-57.92,-5.24
WNV,-47.8,-5.06
WNV,-41.38,-3.65
WNV,-50.55,-3.7
WNV,-40.7,-3.45
WNV,-51.99,-3.17
WNV,-39.34,-3.38
WNV,-46.55,-3.07
WNV,-56.69,-2.79
WNV,-47.65,-3.12
WNV,-56.19,-2.65
WNV,-49.29,-1.31
WNV,-47.74,-1.21
WNV,-47.31,-1.39
WNV,-50.25,1.68
WNV,-61.97,2.53
WNV,-49.44,-21.91
WNV,-50.42,-21.77
WNV,-50.87,-21.59
WNV,-49.1,-19.67
WNV,-41.68,-19.48
WNV,-49.87,-18.2
WNV,-44.7,-17.88
WNV,-45.18,-17.28
WNV,-52.94,-16.67
WNV,-41.18,-15.95
WNV,-51.28,-15.2
WNV,-58.49,-14.93
WNV,-45.23,-14.54
WNV,-44.49,-14.47
WNV,-39.16,-14.35
WNV,-43.49,-12.91
WNV,-50.96,-12.31
WNV,-42.75,-12.2
WNV,-60.29,-12.12
WNV,-60.94,-11.86
WNV,-61.55,-9.69
WNV,-38.29,-8.91
WNV,-36.32,-8.73
WNV,-46.37,-8.29
WNV,-48.95,-7.55
WNV,-59.42,-7.59
WNV,-36.85,-7.22
WNV,-67.95,-6.73
WNV,-49.02,-6.55
WNV,-42.41,-5.48
WNV,-39.35,-5.19
WNV,-50.2,-4.53
WNV,-37.41,-4.74
WNV,-47.87,-4.2
WNV,-41.58,-4.36
WNV,-46.42,-2.01
WNV,-46.9,-1.73
WNV,-67.97,0.36
WNV,-54.99,-28.65
WNV,-48.01,-23.93
WNV,-52.14,-24.13
WNV,-51.34,-23.67
WNV,-49.24,-23.53
WNV,-53.76,-22.58
WNV,-48.28,-21
WNV,-44.48,-20.65
WNV,-49.19,-20.37
WNV,-44.53,-19.53
WNV,-48.36,-19
WNV,-45.59,-18.18
WNV,-54.26,-17.95
WNV,-47.98,-16.09
WNV,-52.66,-15.92
WNV,-44.32,-15.93
WNV,-43.93,-15.64
WNV,-55.54,-15.1
WNV,-54.25,-15.13
WNV,-43.26,-14.98
WNV,-55.06,-14.75
WNV,-51.12,-13.84
WNV,-46.48,-13.88
WNV,-39.05,-13.75
WNV,-43.71,-13.48
WNV,-41.32,-12.42
WNV,-38.58,-11.32
WNV,-43.32,-11.08
WNV,-36.97,-10.69
WNV,-67.83,-10.45
WNV,-38.26,-9.54
WNV,-37.79,-8.81
WNV,-43.93,-7.31
WNV,-43.63,-6.57
WNV,-36.42,-5.78
WNV,-38.93,-4.92
WNV,-53.62,-1.92
WNV,-46.46,-1.56
WNV,-60.03,3.84
WNV,-54.36,-1.02
WNV,-54.03,-27.92
WNV,-47.59,-23.66
WNV,-47.71,-23.05
WNV,-54.05,-23.1
WNV,-46.8,-21.97
WNV,-48.52,-21.44
WNV,-47.21,-21.08
WNV,-41.57,-21.07
WNV,-43.33,-20.34
WNV,-42.68,-19.44
WNV,-51.28,-18.22
WNV,-53.71,-18.23
WNV,-49.28,-17.01
WNV,-48.02,-16.55
WNV,-49.77,-16.49
WNV,-51.76,-15.08
WNV,-57.41,-14.76
WNV,-41.52,-14.68
WNV,-55.32,-13.78
WNV,-63.17,-12.38
WNV,-62.72,-11.62
WNV,-47.13,-11.47
WNV,-40.08,-10.08
WNV,-42.78,-9.48
WNV,-68.13,-9.6
WNV,-49.84,-9.37
WNV,-50.26,-8.64
WNV,-39.31,-8.39
WNV,-47.06,-5.84
WNV,-36.84,-5.07
WNV,-39.57,-4.61
WNV,-40.57,-4.26
WNV,-38.96,-4.25
WNV,-60.23,-3.75
WNV,-41.83,-3.78
WNV,-45.48,-3.71
WNV,-48.24,-2.66
WNV,-59.79,0.77
WNV,-68.79,-1.39
WNV,-46.92,-1.06
WNV,-52.22,3.19
WNV,-52.38,-32.21
WNV,-52.29,-28.49
WNV,-53.13,-28.09
WNV,-50.07,-25.15
WNV,-44.24,-22.36
WNV,-50.49,-21.14
WNV,-53.51,-20.58
WNV,-48.62,-20.52
WNV,-46.89,-19.91
WNV,-49.46,-17.69
WNV,-48.69,-16.17
WNV,-58.95,-15.89
WNV,-58.33,-15.87
WNV,-53.45,-15.92
WNV,-49.93,-15.57
WNV,-55.88,-15.42
WNV,-52.33,-14.68
WNV,-50.07,-14.63
WNV,-42.14,-12.87
WNV,-44.47,-12.67
WNV,-44.7,-12.28
WNV,-54.85,-11.95
WNV,-63.26,-11.89
WNV,-38.14,-11.49
WNV,-63.1,-10.82
WNV,-69.23,-10.7
WNV,-67.36,-10.24
WNV,-61,-10.31
WNV,-45.4,-9.58
WNV,-46.91,-9.5
WNV,-50.59,-9.28
WNV,-40.58,-9.05
WNV,-36.14,-7.5
WNV,-48.94,-7.04
WNV,-60.51,-6.83
WNV,-39.05,-6.14
WNV,-43.8,-3.42
WNV,-65.81,-0.25
WNV,-54.59,-28.18
WNV,-53.11,-25.74
WNV,-53.07,-23.42
WNV,-49.62,-23.2
WNV,-47.91,-21.88
WNV,-54.46,-21.65
WNV,-41.08,-21.16
WNV,-41.58,-20.12
WNV,-42.57,-20.07
WNV,-45.04,-19.67
WNV,-47.71,-19.25
WNV,-56.65,-19.06
WNV,-48.79,-18.07
WNV,-43.41,-18.08
WNV,-48.3,-18.08
WNV,-48.75,-17.24
WNV,-42.21,-17.19
WNV,-51.12,-16.66
WNV,-49.39,-15.24
WNV,-39.65,-13.78
WNV,-56.86,-13.44
WNV,-40.34,-13.49
WNV,-48.74,-13.11
WNV,-39.6,-11.89
WNV,-39.15,-11.71
WNV,-48.87,-11.66
WNV,-59.39,-11.49
WNV,-37.04,-10.15
WNV,-38.86,-10.01
WNV,-39.5,-9.92
WNV,-62.77,-9.69
WNV,-42.27,-8.33
WNV,-48.91,-8.4
WNV,-38.1,-8.02
WNV,-47.48,-8.02
WNV,-34.83,-7.45
WNV,-47.24,-7.45
WNV,-46.26,-7.17
WNV,-43.39,-5.39
WNV,-38.01,-5.3
WNV,-43.86,-4.62
WNV,-44.26,-4.41
WNV,-63.09,-3.13
WNV,-61.02,-1.8
WNV,-47.34,-0.71
WNV,-61.67,2.18
WNV,-59.35,0.95
WNV,-65.74,-27.38
WNV,-55.33,-21.47
WNV,-51.04,-21.15
WNV,-56.6,-20.14
WNV,-52.48,-16.9
WNV,-42.97,-16.95
WNV,-46.31,-16.74
WNV,-54.28,-16.46
WNV,-49.19,-16.43
WNV,-41.06,-16.4
WNV,-59.3,-15.43
WNV,-52.64,-15.36
WNV,-40.02,-15.04
WNV,-56.85,-14.14
WNV,-44.23,-13.98
WNV,-39.51,-13.33
WNV,-61.74,-13.01
WNV,-45.44,-12.88
WNV,-50.21,-12.99
WNV,-49.28,-12.24
WNV,-41.06,-12.02
WNV,-56.78,-11.07
WNV,-48.48,-10.55
WNV,-51.42,-10.02
WNV,-44.34,-9.97
WNV,-43.36,-9.08
WNV,-35.77,-7.12
WNV,-36.25,-6.98
WNV,-41.92,-5.29
WNV,-44.94,-4.61
WNV,-65.52,-4.41
WNV,-37.87,-4.46
WNV,-43.32,-4.22
WNV,-41.24,-3.08
WNV,-52.94,0.78
WNV,-50.93,-28.37
WNV,-53.09,-24.68
WNV,-52.64,-24.12
WNV,-48.87,-23.9
WNV,-46.02,-23.77
WNV,-52.39,-23.7
WNV,-53.84,-23.52
WNV,-51.54,-22.52
WNV,-49.08,-21.61
WNV,-50.91,-20.07
WNV,-44.44,-20.03
WNV,-51.4,-19.55
WNV,-54.98,-19.44
WNV,-54.93,-18.79
WNV,-50.35,-18.04
WNV,-41.97,-18
WNV,-51.04,-17.72
WNV,-51.54,-15.85
WNV,-58.71,-15.49
WNV,-53.29,-15.06
WNV,-53.75,-14.83
WNV,-58.13,-14.43
WNV,-38.76,-12.55
WNV,-52.82,-12.23
WNV,-44.25,-12.18
WNV,-47.75,-11.73
WNV,-62.63,-10.65
WNV,-54.62,-9.78
WNV,-63.42,-9.7
WNV,-48.44,-9.24
WNV,-35.76,-8.83
WNV,-51.21,-8.51
WNV,-41.06,-8.6
WNV,-48.67,-7.99
WNV,-43.15,-7.48
WNV,-56.44,-6.03
WNV,-48.33,-5.24
WNV,-58.67,-4.03
WNV,-47.53,-3.8
WNV,-41.02,-3.95
WNV,-55.02,-3.25
WNV,-45.33,-3.24
WNV,-45.12,-1.69
WNV,-60.2,4.72
WNV,-47.93,-22.56
WNV,-41.43,-21.65
WNV,-52,-19.66
WNV,-41.21,-17.24
WNV,-50.64,-17.05
WNV,-48.55,-15.64
WNV,-42.46,-15.21
WNV,-48.9,-14.9
WNV,-46.05,-14.43
WNV,-55.6,-12.69
WNV,-56.52,-12.57
WNV,-62.42,-11.11
WNV,-61.91,-11.19
WNV,-39.73,-11.05
WNV,-52.64,-10.68
WNV,-64.55,-10.4
WNV,-43.92,-9.77
WNV,-37.35,-8.67
WNV,-45.9,-8.31
WNV,-41.09,-8.12
WNV,-55.43,-7.91
WNV,-50.67,-7.48
WNV,-35.39,-6.72
WNV,-39.22,-6.74
WNV,-39.59,-6.47
WNV,-35.57,-6.26
WNV,-64.08,-4.04
WNV,-50.92,-2.62
WNV,-51.98,-0.04
WNV,-51.67,-1.12
WNV,-60.64,3.02
WNV,-76.7,-11.74
WNV,-55.76,-29.05
WNV,-52.02,-28.06
WNV,-53.15,-25.23
WNV,-52.62,-23.17
WNV,-52.69,-22.72
WNV,-41.41,-22.1
WNV,-44.28,-21.24
WNV,-45.78,-19.38
WNV,-49.53,-18.99
WNV,-41.87,-18.52
WNV,-42.71,-17.51
WNV,-41.52,-16.84
WNV,-43.94,-16.61
WNV,-42.2,-16.6
WNV,-45.96,-16.27
WNV,-42.99,-16.04
WNV,-54.94,-15.43
WNV,-39.25,-15.46
WNV,-43.76,-14.84
WNV,-59.34,-14.62
WNV,-40.58,-14.08
WNV,-41.72,-13.83
WNV,-61.31,-13.18
WNV,-40.99,-13.1
WNV,-58.56,-12.96
WNV,-39.09,-13
WNV,-48.11,-10.19
WNV,-46.23,-9.51
WNV,-63.08,-9.13
WNV,-43.99,-8.8
WNV,-35.26,-7.17
WNV,-39.71,-6.98
WNV,-37.83,-6.29
WNV,-35.22,-5.8
WNV,-39.82,-5.52
WNV,-48.7,-5.68
WNV,-36.2,-5.18
WNV,-42.77,-4.62
WNV,-55.67,0.07
WNV,-60.02,-1.22
WNV,-80.57,-3.67
WNV,-50.75,-22.74
WNV,-56.51,-21.92
WNV,-45.81,-20.94
WNV,-49.98,-20.85
WNV,-54.26,-20.88
WNV,-53.88,-19.32
WNV,-52.26,-17.49
WNV,-48.03,-17.45
WNV,-51.86,-16.37
WNV,-41.78,-16.05
WNV,-56.35,-15.93
WNV,-48.35,-15.01
WNV,-42.34,-14.49
WNV,-57.3,-14.3
WNV,-47.52,-14.16
WNV,-47.24,-13.69
WNV,-42.06,-13.43
WNV,-46.92,-13.31
WNV,-48.4,-13.5
WNV,-57.24,-12.76
WNV,-64.07,-12.09
WNV,-40.08,-11.6
WNV,-39.05,-11.24
WNV,-45.14,-10.76
WNV,-49.36,-10.64
WNV,-55.89,-10.06
WNV,-40.34,-9.49
WNV,-47.5,-9.64
WNV,-47.13,-8.7
WNV,-46.82,-8.21
WNV,-40.77,-7.7
WNV,-38.58,-7.67
WNV,-49.52,-7.55
WNV,-51.34,-7.45
WNV,-35.05,-6.42
WNV,-36.72,-6.16
WNV,-48.19,-6.19
WNV,-37.11,-5.77
WNV,-40.75,-5.21
WNV,-42.13,-3.32
